date,title,price,store,link
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$3,809.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPE5
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2024 License","$3,819.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPD5
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 16GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$3,609.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPD3
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 16GB DDR5  512GB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$3,279.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-16gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GPC3
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 16GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2021 License","$3,609.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPD6
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 16GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2021 License","$3,449.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPD2
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2021 License","$3,819.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPE3
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$4,009.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPE9
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  4TB  PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2021 License","$4,029.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GPE7
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 16GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$3,449.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPC9
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2021 License","$4,009.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPC6
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2021 License","$4,019.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPF1
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$4,159.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPC4
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  4TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2021 License","$4,369.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GPD4
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  4TB PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2021 License","$4,379.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GPF2
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2024 License","$4,019.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPE2
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2021 License","$4,159.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPD0
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  2TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2021 License","$3,809.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GPE8
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  1TB PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2024 License","$3,659.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GPD1
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 64GB DDR5  4TB PCIe SSD, Per Key RGB KB, Windows 11, Office 2024 License","$4,369.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-64gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GPC7
2026-03-21,"ASUS ROG Strix Scar 18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Ultra 9 275HX 2.70GHz Processor, RTX 5070 Ti 12GB GDDR7, 32GB DDR5  4TB  PCIe SSD, Per Key RGB KB, Windows 11 Pro, Office 2024 License","$4,029.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-ti-laptop-gpu-2-70ghz-qhd-32gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GPD9
2026-03-21,"Used - Like New ASUS ROG Strix Scar 18 (2025) Gaming Laptop, 18 ROG Nebula HDR 16:10, RTX 5070 Ti, Core Ultra 9 275HX, 32GB DDR5, 1TB SSD, Win 11 Pro, G835LR-XS96","$2,369.00 –",Newegg,https://www.newegg.com/asus-rog-strix-18-0-geforce-rtx-5070-ti-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-1-tb-pcie-ssd/p/2WC-000N-0GCT0
2026-03-21,"ASUS ROG Strix G18 - 18"" WQXGA 240 Hz - Intel Core Ultra 9 275HX - GeForce RTX 5070 Laptop GPU - 32GB Memory DDR5 5600 - 2TB PCIe 4.0 NVMe M.2 SSD - Windows 11 Pro  (90NR0LK1-M000D0 )","$2,299.00 –",Newegg,https://www.newegg.com/asus-rog-strix-g18-18-geforce-rtx-5070-laptop-gpu-intel-core-ultra-9-275hx-wqxga-32gb-memory-2tb-pcie-4-0-nvme-m-2-ssd/p/N82E16834236596
2026-03-21,"ASUS ROG Strix G18 18"" Gaming Laptop - Intel Core i9-14900HX Processor - GeForce RTX 5070 - WUXGA (1900x1200) 144Hz Display - 32GB RAM - 1TB SSD - Windows 11","$2,199.00 –",Newegg,https://www.newegg.com/asus-rog-18-0-geforce-rtx-5070-laptop-gpu-wuxga-32gb-ddr4-memory-1tb-ssd/p/2WC-000N-0GNB1
2026-03-21,"ASUS ROG Strix G18 (2025) Gaming Laptop, 18 WQXDA 240Hz AMD Ryzen 9 9955HX, NVIDIA GeForce RTX 5070 8GB VRAM 32GB DDR5-5600 RAM 1TB PCIe Gen 4 SSD Eclipse Gray","$2,199.00 –",Newegg,https://www.newegg.com/asus-rog-18-0-geforce-rtx-5070-laptop-gpu-32gb-memory-1-tb-pcie-ssd/p/2WC-000N-0GG79
2026-03-21,"ASUS ROG Strix G18 18"" WQXGA 240Hz Gaming Laptop, Intel Ultra 9 275HX, NVIDIA RTX 5070 8GB GDDR7, 16GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station Set), RGB Backlit Keyboard, Win 11 Pro, Gray","$2,449.00 –",Newegg,https://www.newegg.com/asus-rog-strix-18-0-geforce-rtx-5070-laptop-gpu-wqxga-16gb-memory/p/2WC-000N-0GNW1
2026-03-21,"ASUS ROG Strix G18 18"" WQXGA 240Hz Gaming Laptop, Intel Ultra 9 275HX, NVIDIA RTX 5070 8GB GDDR7, 16GB DDR5, 2TB Storage(1TB SSD+1TB Docking Station Set), RGB Backlit Keyboard, Win 11, Gray","$2,449.00 –",Newegg,https://www.newegg.com/asus-rog-strix-18-0-geforce-rtx-5070-laptop-gpu-wqxga-16gb-memory/p/2WC-000N-0GNW0
2026-03-21,"Asus ROG Strix G18 G815 Gaming AI Laptop 18"" 2560x1600 240Hz (100% DCI-P3) Intel 24-core Ultra 9 275HX 32GB DDR5 1TB SSD GeForce RTX 5070 (Up to 798 AI TOPS) RGB Backlit WiFi7 Win11 Copilot AI","$2,409.00 –",Newegg,https://www.newegg.com/asus-18-0-2-70ghz-geforce-rtx-5070-laptop-gpu-32gb-memory-1-tb-ssd-black/p/1TS-001A-0BKX7
2026-03-21,"Asus ROG Strix G18 G814 Gaming Laptop 18"" 2.5k (2560x1600) 240Hz (100% DCI-P3, 3ms) AMD 16-core Ryzen 9 9955HX 32GB DDR5 1TB SSD GeForce RTX 5070 RGB Backlit WiFi6E Win11","$3,011.85 –",Newegg,https://www.newegg.com/asus-18-0-no-geforce-rtx-5070-laptop-gpu-32gb-memory-1-tb-ssd-black/p/1TS-001A-0BDX9
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5  512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$2,879.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GHA0
2026-03-21,"ASUS ROG Strix G18 - 18.0"" GeForce RTX 5070 Laptop GPU - AMD Ryzen 9 8940HX - 16GB Memory - 1 TB PCIe SSD - Windows 11 Home Gaming Laptop - 240 Hz (G814PP-DS94)","$1,799.00 –",Newegg,https://www.newegg.com/asus-rog-strix-g18-18-0-geforce-rtx-5070-laptop-gpu-amd-ryzen-9-8940hx-wqxga-16gb-memory-1-tb-pcie-ssd/p/N82E16834236626
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5  1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,019.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHA4
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5  1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,019.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHB1
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GH99
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5  512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,089.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GH92
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5  2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GH95
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  4TB  PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,559.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-4tb-pcie-ssd-ssd/p/2WC-000N-0GH97
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  512GB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-512gb-pcie-ssd-ssd/p/2WC-000N-0GHB2
2026-03-21,"ASUS ROG Strix G18 Laptop 18"" 240Hz WQXGA Display (AMD Ryzen 9 8940HX, NVIDIA GeForce RTX 5070 8GB, 64GB DDR5, 2TB PCIe SSD, RGB KB, WiFi 6E, Webcam, Bluetooth 5.4, Win 11 Home)","$2,964.70 –",Newegg,https://www.newegg.com/asus-18-0-nvidia-geforce-rtx-5070-64gb-memory-2-tb-ssd/p/2WC-000N-0G9F7
2026-03-21,"ASUS ROG Strix G18 Laptop 18"" 240Hz WQXGA Display (AMD Ryzen 9 8940HX, NVIDIA GeForce RTX 5070 8GB, 16GB DDR5, 1TB SSD, RGB KB, WiFi 6E, Webcam, Bluetooth 5.4, Win 11 Home) w/Duex Max DS Monitor","$2,599.99 –",Newegg,https://www.newegg.com/asus-18-0-geforce-rtx-5070-16gb-memory-1-tb-ssd/p/2WC-000N-0GAR6
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 16GB DDR5  2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,119.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-16gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHB5
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  1TB PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,219.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GH96
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,209.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHA3
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  1TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,209.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHB6
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,309.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHA9
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  1TB PCIe SSD, Wi-Fi 7, Windows 11 Pro ,Office 2024 License","$3,329.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-1tb-pcie-ssd-ssd/p/2WC-000N-0GHA6
2026-03-21,"ASUS ROG Strix G18 Gaming Laptop, 18"" 2.5K 240Hz, Intel Core Ultra 9-275HX 24 cores Processor, NVIDIA GeForce RTX 5070 8GB GDDR7, 32GB DDR5  2TB PCIe SSD, Wi-Fi 7, Windows 11 ,Office 2024 License","$3,309.00 –",Newegg,https://www.newegg.com/asus-raider-18-0-geforce-rtx-5070-laptop-gpu-2-70ghz-qhd-32gb-memory-2tb-pcie-ssd-ssd/p/2WC-000N-0GHA7
